Usuario|Final
2905076|0.983050847458
7954460|0.983050847458
7683582|0.983050847458
8128789|0.983050847458
6581746|0.983050847458
6191923|0.983050847458
6482549|0.983050847458
8368304|0.983050847458
8525951|0.983050847458
8531608|0.983050847458
8481254|0.983050847458
8532889|0.983050847458
8682769|0.983050847458
8105754|0.966101694915
8335752|0.966101694915
8372258|0.966101694915
8521850|0.966101694915
8175677|0.966101694915
8530986|0.966101694915
8542807|0.966101694915
8829628|0.966101694915
6799260|0.949152542373
240264|0.949152542373
8142814|0.949152542373
6689797|0.949152542373
8178714|0.949152542373
7159292|0.949152542373
8256614|0.949152542373
8373198|0.949152542373
8381877|0.949152542373
5617880|0.949152542373
8533392|0.949152542373
6666162|0.932203389831
3565653|0.932203389831
8150716|0.932203389831
8220463|0.932203389831
8290954|0.932203389831
4511855|0.932203389831
8384454|0.932203389831
6230325|0.932203389831
8409405|0.932203389831
7876591|0.932203389831
113518|0.932203389831
508238|0.932203389831
8000856|0.915254237288
122776|0.915254237288
6618132|0.915254237288
6783035|0.915254237288
8320330|0.915254237288
6735936|0.915254237288
8377916|0.915254237288
8504763|0.915254237288
8371906|0.915254237288
8529557|0.915254237288
7764096|0.915254237288
8542820|0.915254237288
8594167|0.915254237288
8605008|0.915254237288
6643168|0.898305084746
7725340|0.898305084746
8097214|0.898305084746
8144382|0.898305084746
8179123|0.898305084746
7963509|0.898305084746
6699985|0.898305084746
7970301|0.898305084746
6885565|0.898305084746
7046159|0.898305084746
8554827|0.898305084746
6057511|0.898305084746
6725087|0.898305084746
8660930|0.898305084746
8687195|0.898305084746
7879084|0.881355932203
8178202|0.881355932203
8207554|0.881355932203
6701565|0.881355932203
6430662|0.881355932203
4857907|0.881355932203
8333853|0.881355932203
8359937|0.881355932203
8363667|0.881355932203
8364650|0.881355932203
8365514|0.881355932203
8370269|0.881355932203
8373760|0.881355932203
8379481|0.881355932203
6720481|0.881355932203
7077289|0.881355932203
3422865|0.881355932203
6508796|0.881355932203
6542961|0.864406779661
8016916|0.864406779661
8019893|0.864406779661
6722140|0.864406779661
8268202|0.864406779661
6562582|0.864406779661
6569789|0.864406779661
6293245|0.864406779661
6699232|0.864406779661
6542325|0.864406779661
7026414|0.864406779661
8403092|0.864406779661
4853011|0.864406779661
8415872|0.864406779661
8431780|0.864406779661
7505633|0.864406779661
275677|0.864406779661
8501996|0.864406779661
8525918|0.864406779661
8534725|0.864406779661
8541827|0.864406779661
8560449|0.864406779661
8561814|0.864406779661
7891566|0.847457627119
7332970|0.847457627119
7527826|0.847457627119
4734568|0.847457627119
7483772|0.847457627119
8267237|0.847457627119
6819183|0.847457627119
6751073|0.847457627119
8364529|0.847457627119
8369273|0.847457627119
6540369|0.847457627119
8469725|0.847457627119
3446746|0.847457627119
8548439|0.847457627119
6232973|0.847457627119
8584095|0.847457627119
8588014|0.847457627119
8605905|0.847457627119
8056035|0.830508474576
4726853|0.830508474576
8122674|0.830508474576
7050925|0.830508474576
8191757|0.830508474576
8215122|0.830508474576
364551|0.830508474576
6807108|0.830508474576
6574216|0.830508474576
8348720|0.830508474576
8358806|0.830508474576
8031164|0.830508474576
8466376|0.830508474576
8521108|0.830508474576
7287895|0.830508474576
8515442|0.830508474576
6703796|0.813559322034
4183677|0.813559322034
7920488|0.813559322034
8072868|0.813559322034
8079593|0.813559322034
8011569|0.813559322034
6706964|0.813559322034
6751097|0.813559322034
7293479|0.813559322034
8365296|0.813559322034
8382974|0.813559322034
8421565|0.813559322034
8481406|0.813559322034
8506446|0.813559322034
8508578|0.813559322034
38778|0.796610169492
7979976|0.796610169492
7329301|0.796610169492
6407915|0.796610169492
6204800|0.796610169492
6525647|0.796610169492
6707266|0.796610169492
8363971|0.796610169492
6573985|0.796610169492
346362|0.796610169492
8500485|0.796610169492
8511782|0.796610169492
8533787|0.796610169492
8533799|0.796610169492
8534380|0.796610169492
8608466|0.796610169492
7707365|0.779661016949
7885467|0.779661016949
6316130|0.779661016949
